Sntx01;[ERROR_TYPE][VARIABLE] expected '[VARIABLE]';There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you omitted to put a colon at the end of this line.\nThis results in a [ERROR_TYPE]. You need to add a colon '[VARIABLE]' to tell Python that you are starting a new block of code after a conditional expression.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba ushiyile ukubeka i-colon ekupheleni kwalo mnga.\nOku kuphumela kwi [ERROR_TYPE]. Kufuneka ufake i-colon '[VARIABLE]' ukuxelela uPython ukuba uqala ibhloko entsha yekhowudi emva kokubonakaliswa kwemiqathango.
Sntx02;[ERROR_TYPE]: '[VARIABLE]' was never closed;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you have an open parenthesis '[VARIABLE]' that is not closed before the end of the line.\nThis results in a [ERROR_TYPE]. You need to add a closing parenthesis to match the opening one.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba unesibiyeli '[VARIABLE]' esivulekileyo ngaphambili kokuphela kwalo mngca.\nOku kuphumela kwi [ERROR_TYPE]. Kufuneka udibanise isibiyeli sokuvala ukuze sihambelane nesokuvula.
Sntx03;[ERROR_TYPE]: unterminated [TYPE] literal (detected at line [LINENUMBER]);There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that your code contains a [TYPE] that is not closed properly.\nThis results in a [ERROR_TYPE]. You need to add a closing quote (double or single) to the end of the string.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\Ingxaki kukuba ikhowudi yakho iqulethe [UHLOBO] elingavalwanga ngokufanelekileyo.\nOku kuphumela kwi [ERROR_TYPE]. Kufuneka udibanise isicatshulwa sokuvala (kabini okanye esisodwa) ekupheleni komgca.
Sntx04;[ERROR_TYPE]: unexpected character after line continuation character;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you have a character that is not allowed after a backlash.\nThis results in a [ERROR_TYPE]. A backlash is used to escape characters - you need to either delete the extra character or add another backlash.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba unophawu olungavumelekanga emva kwe-backslash.\nOku kuphumela kwi [ERROR_TYPE]. I-backslash isetyenziselwa ukuphepha iimpawu - kufuneka mhlawumbi ucime uphawu olongezelelweyo okanye udibanise enye i-backslash.
Sntx05;[ERROR_TYPE]: cannot assign to function call here.[SUGGESTION];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you are trying to assign a value to a function call.\nThis results in a [ERROR_TYPE]. A function is not a variable and therefore cannot be assigned to. [SUGGESTION];Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uzama ukwabela ixabiso kwi-function. \nOku kuphumela kwi [ERROR_TYPE]\nI-function ayiguquki kwaye ngoko ayinakunikwa.
Sntx06;[ERROR_TYPE]: cannot assign to expression here.[SUGGESTION];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you are trying to assign a value to an expression.\nThis results in a [ERROR_TYPE]. An expression is not a variable and therefore cannot be assigned to. [SUGGESTION];Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uzama ukwabela i-value kwintetho yamanani.\n Oku kuphumela kwi [ERROR_TYPE]. Intetho yamanani ayilogama ngoko ke ayinakunikwa.
Sntx07;[ERROR_TYPE]: '[OFFENDING_LINE]' outside loop;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used a '[VARIABLE]' statement outside loop.\nThis results in a [ERROR_TYPE]. A break statement can only be used inside a loop, not outside.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise u '[VARIABLE]' ngaphandle kwe-loop.\nOku kuphumela kwi [ERROR_TYPE]. uBreak ungasetyenziswa kuphela ngaphakathi kwe-loop, hayi ngaphandle.
Sntx08;[ERROR_TYPE]: '[OFFENDING_LINE]' outside loop;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used a '[VARIABLE]' statement outside function.\nThis results in a [ERROR_TYPE]. A return statement ends a function and sends back a value, therefor, you can only use it inside, not outside.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise i- '[VARIABLE]' ngaphandle kwe-function.\nOku kuphumela kwi [ERROR_TYPE].\nU-return uphelisa i-function kwaye ibuyisela ixabiso. Ngenxa yoko, ungayisebenzisa kuphela ngaphakathi kwe-function,  hayi ngaphandle.
Sntx09;[ERROR_TYPE]: cannot assign to literal here.[SUGGESTION];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to assign a value to a literal, such as a string, number, character, etc.\nThis results in a [ERROR_TYPE]. A literal is not a variable and therefore cannot be assigned to. [SUGGESTION];Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uzame ukwabela ixabiso kwi-literal, njenge-string, inani, uphawu, njl.\nOku kuphumela kwi [ERROR_TYPE].\nI-literal ayiguquki kwaye ngoko ayinakunikwa.
Sntx10;[ERROR_TYPE]: invalid character '[VARIABLE]' (U+[NUMBER]);There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used an invalid character in a variable name.\nThis results in a [ERROR_TYPE]. Use letters, numbers, and underscores in variable.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise uphawu olungasebenziyo kwi-variable.\nOku kuphumela kwi [ERROR_TYPE]. Sebenzisa oonobumba, amanani, kunye nokugxininisa xa usenza i-variable.
Sntx11;[ERROR_TYPE]: '[VARIABLE]' not properly in loop;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used the '[VARIABLE]' statement outside of loop block.\nThis results in a [ERROR_TYPE]. You can only use a continue statement inside a loop block, such as 'for' or 'while'.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise ingxelo ethi '[VARIABLE]' ngaphandle kwebhloko ye-loop.\nOku kuphumela kwi [ERROR_TYPE]. Ungasebenzisa kuphela u-continue ngaphakathi kwibhloko ye-loop, njenge 'for' okanye 'while'.
Sntx12;[ERROR_TYPE]: can't use starred expression here;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used a starred expression '*' in a place where it is not allowed by the Python syntax.\nThis results in a [ERROR_TYPE]. You cannot use a starred expression to give a value or a variable because a variable needs one value.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise intetho eneenkwenkwezi * kwindawo apho ingavumelekanga yiPython syntax.\nOku kuphumela kwi [ERROR_TYPE]. Awukwazi ukusebenzisa i-expression eneenkwenkwezi  ukunika ixabiso okanye i-variable kuba i-variable ifuna ixabiso elinye.
Sntx13;[ERROR_TYPE]: positional argument follows keyword argument;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you mixed positional arguments and keywords in a function call and placed a positional argument after a keyword argument.\nThis results in a [ERROR_TYPE]. You should either use only positional arguments or place the keyword after the positional argument(s).;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uxube i-positional argument kunye namagama angundoqo kumnxeba womsebenzi kwaye wabeka i-positional argument emva kwe-keyword argument.\nOku kuphumela kwi [ERROR_TYPE]. Kufuneka usebenzise kuphela i-positional argument okanye ubeke i-keyword emva kwe-positional argument(s).
Sntx14;[ERROR_TYPE]: unterminated triple-quoted [TYPE] literal (detected at line [NUMBER]);There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you started a block comment or [TYPE] literal with a triple quotation (''') but did not end it with another one.\nThis results in a [ERROR_TYPE]. Insert closing triple quotation marks.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uqale amagqabantshintshi ebhloko okanye [UHLOBO] ngokoqobo ngesicatshulwa esithathu (''') kodwa awuzange uphelise ngomnye.\nOku kuphumela kwi [ERROR_TYPE]. Faka iimpawu zokucaphula ezintathu zokuvala.
Sntx15;[ERROR_TYPE]: name '[VARIABLE]' is assigned to before global declaration;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is you assigned a value to the variable '[VARIABLE]' before declaring it as a global variable in a function.\nThis results in a [ERROR_TYPE]. A global variable should be declared before any assignment statements in a function can use it.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba wabela ixabiso kwi-variable '[VARIABLE]' ngaphambi kokuyivakalisa njengenguqu yehlabathi jikelele kumsebenzi.\nOku kuphumela kwi [ERROR_TYPE]. Ukuguquguquka kwehlabathi kufuneka kubhengezwe ngaphambi kokuba naziphi na iingxelo zesabelo kumsebenzi zingayisebenzisa.
Indt01;[ERROR_TYPE]: unindent does not match any outer indentation level;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used a different indentation level than in the previous line(s) of code.\nThis results in an [ERROR_TYPE]. Python requires consistent indentation to determine flow of the code.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise inqanaba elahlukileyo le-indentation kunomgca wangaphambili (s) wekhowudi.\nOku kuphumela kwi [ERROR_TYPE]. I-Python ifuna i-indentation ehambelanayo ukumisela ukuhamba kwekhowudi.
Indt02;[ERROR_TYPE]: unexpected indent;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you added an indentation at the beginning of the line without any grammatical basis.\nThis results in an [ERROR_TYPE]. Check and remove the extra spaces or tabs before the line.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba wongeze i-indentation ekuqaleni komgca ngaphandle kwesiseko segrama.\nOku kuphumela kwi [ERROR_TYPE]. Khangela kwaye ususe izithuba ezongezelelweyo okanye iithebhu phambi komgca.
Indt03;[ERROR_TYPE]: expected an indented block after '[VARIABLE]' statement on line [NUMBER];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you did not indent the code after an '[VARIABLE]' on next line.\nThis results in an [ERROR_TYPE]. Python requires an indented block of code after an 'if' statement to indicate what should happen if the condition is true.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba awuzange uqalise uku-indenta emva kwa-'[VARIABLE]' kumgca olandelayo.\nOku kuphela kwi [ERROR_TYPE]. uPython ufuna ikhowudi e-indetiweyo emva ka 'if' ukubonisa oko kufuneke kwenzeke ukuba imeko iyinyani. 
Tab01;[ERROR_TYPE]: inconsistent use of tabs and spaces in indentation;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used tabs and spaces inconsistently in your code indentation.\nThis results in a [ERROR_TYPE]. Python expects the code to use either tabs or spaces for indentation, not both.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise iithebhu kunye nezithuba ngokungahambelani kwi-code indentation yakho.\nOku kuphumela kwi [ERROR_TYPE]. I-Python ilindele ukuba ikhowudi isebenzise nokuba yi-tabs okanye izithuba ze-indentation, kungekhona zombini.
Nm01;[ERROR_TYPE]: name '[VARIABLE]' is not defined;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you referenced the name '[VARIABLE]' which is not yet defined or assigned a value in your code.\nThis results in a [ERROR_TYPE]. Python does not recognise the name and cannot execute the code before you define it.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba ubize igama elithi '[VARIABLE]' elingakachazwa kwikhowudi yakho.\nOku kuphumela kwi [ERROR_TYPE]. uPython akaliqondi eligama kwaye akakwazi ukuphumeza ikhowudi ngaphambi kokuba ulichaze eligama.
Typ01;[ERROR_TYPE]: '[TYPE]' object is not iterable;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you asked Python to iterate over a series of objects when a single non-iterable object was given.\nThis results in a [ERROR_TYPE]. Objects that are iterable include lists, tuples and strings. '[TYPE]' is not iterable.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba ucele uPython ukuba a-iterata phezu kothotho lwezinto kodwa umnike into enye.\nOku kuphumela kwi [ERROR_TYPE]. Izinto ezi-iterable ziquka i-lists, i-tuples kunye nee-strings. I-'[TYPE]' ayikho-iterable.
Typ02;[ERROR_TYPE]: '[TYPE]' object is not callable;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to use a '[TYPE]' type as a function.\nThis results in a [ERROR_TYPE]. You may have forgotten to write the name of the function before the parenthesis or used parenthesis in the wrong place.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uzame ukusebenzisa uhlobo '[TYPE]' njenge-function.\nOku kuphumela kwi: [ERROR_TYPE]. Usenokuba ulibele ukubhala igama le-function phambi kwesibiyeli okanye usebenzise isibiyeli kwindawo engafanelekanga.
Typ03;[ERROR_TYPE]: can't multiply sequence by non-int of type '[TYPE]';There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to multiply two types that are not compatible.\nThis results in a [ERROR_TYPE]. You cannot multiply a sequence (list, tuple or string) by types that are not integers such as [TYPE].;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba wazama ukuphindaphinda iintlobo ezimbini ezingahambelaniyo.\nOku kuphumela kwi [ERROR_TYPE]. Awukwazi ukuphindaphinda ulandelelwano (i-list, i-tuple okanye i-string) ngeentlobo ezingezo-integers ezifana [TYPE].
Typ04;[ERROR_TYPE]: unsupported operand type(s) for [OPERATOR]: '[TYPE]' and '[TYPE]';There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to perform a numerical operation on two operands which are not compatible.\nThis results in a [ERROR_TYPE]. You can only perform numerical operations on things that are for example both strings or both numbers, etc., but you tried to use the operator '[OPERATOR]' on incompatible types '[TYPE]' and '[TYPE]'.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba wazama ukwenza umsebenzi wamanani kwii-operand ezimbini ezingahambelaniyo.\nOku kuphumela kwi [ERROR_TYPE]. Unokwenza kuphela imisebenzi yamanani kwizinto ezingumzekelo zombini iintambo okanye zombini amanani, njl, kodwa wazama ukusebenzisa umqhubi '[OPERATOR]' kwiintlobo ezingahambelaniyo '[TYPE]' kunye '[TYPE]'.
